track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable	wks	t10	pk_rank	pk_streams	total_streams
Bật Tình Yêu Lên	Bật Tình Yêu Lên	Tăng Duy Tân	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2023-02-14	203826.0	52.0	False	True	76	2	4	490522	14187288
Waiting For You	22	MONO	['v-pop', 'vietnamese hip hop', 'vinahouse']	2022-08-18	266004.0	50.0	False	True	59	17	1	626623	14084586
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]	Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]	Jung Kook	['k-pop']	2022-11-20	201391.0	70.0	False	True	40	19	1	843690	13951809
ThichThich	ThichThich	Phương Ly	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2022-07-24	241935.0	47.0	False	True	86	1	9	213100	13721785
Yêu Người Có Ước Mơ	Vọng	buitruonglinh	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2022-12-14	296000.0	52.0	False	True	95	0	13	252786	13365506
từ thích thích thành thương thương	dreaAMEE (acoustic version)	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-12-16	204230.0	48.0	False	True	130	12	6	201569	13344986
Nấu ăn cho em	Nấu ăn cho em	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2023-05-13	241340.0	52.0	False	True	69	1	8	473231	13190186
SAO HẠNG A (feat. HIEUTHUHAI, Dương Domic, Song Luân, Jsol & Trần Đăng Dương)	"ANH TRAI ""SAY HI"", Tập 14"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-09-18	252625.0	60.0	False	True	23	3	7	944950	13118003
At My Worst	PINK PLANET	Pink Sweat$	[]	2021-02-12	170344.0	65.0	False	True	126	7	7	199819	13067138
Bầu Trời Mới	M∞N	Da LAB	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2024-10-05	262495.0	59.0	False	True	20	4	8	959841	13040647
Xin Lỗi	Cái Đầu Tiên	Thắng	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2023-04-30	127114.0	45.0	False	True	70	2	5	641803	12997214
REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)	"ANH TRAI ""SAY HI"" (Live Stage 3)"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-08-29	252307.0	55.0	False	True	29	4	5	818219	12927378
Gone	R	ROSÉ	['k-pop']	2021-03-12	207163.0	66.0	False	True	131	5	2	468524	12811427
STAY (with Justin Bieber)	F*CK LOVE 3+: OVER YOU	The Kid LAROI	[]	2021-07-27	141805.0	78.0	True	True	104	22	1	311564	12737431
Nói Dối	Nói Dối	Ronboogz	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2022-12-12	206139.0	57.0	False	True	68	0	79	259251	12673927
NGỰA Ô	NGỰA Ô	Dangrangto	['vietnamese hip hop', 'v-pop']	2024-10-02	215415.0	63.0	False	True	20	1	9	748266	12550309
Anh Nhớ Ra (feat. TRANG)	Một Vạn Năm	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-09	276500.0	52.0	False	True	84	0	19	211850	12488035
Haegeum	D-DAY	Agust D	['k-pop', 'k-rap']	2023-04-21	168926.0	80.0	False	True	44	7	1	1423909	12349494
Winter Ahead (with PARK HYO SHIN)	Winter Ahead (with PARK HYO SHIN)	V	['k-pop']	2024-11-29	234895.0	83.0	False	True	12	10	3	1656843	12159084
Blue Tequila	Blue Tequila	Táo	['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']	2020-08-27	202624.0	51.0	False	True	177	0	26	136114	12080824
Cruel Summer	Lover	Taylor Swift	[]	2019-08-23	178426.0	85.0	False	True	75	1	5	276618	11958920
Nắng có mang em về	Luv	Shartnuss	['v-pop', 'vietnam indie', 'vietnamese hip hop']	2023-10-21	254304.0	58.0	False	True	54	0	44	357148	11949565
Em Là	22	MONO	['v-pop', 'vietnamese hip hop', 'vinahouse']	2022-08-18	197333.0	52.0	False	True	77	3	8	262424	11822149
Trên Tình Bạn Dưới Tình Yêu	50/50	MIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2022-03-21	199266.0	47.0	False	True	129	16	1	349081	11817373
Señorita	Shawn Mendes (Deluxe)	Shawn Mendes	['pop']	2019-06-19	190799.0	75.0	False	True	148	41	1	460259	11785881
Già Cùng Nhau Là Được	Già Cùng Nhau Là Được	Tùng TeA	['vietnamese hip hop', 'vietnam indie', 'v-pop']	2018-11-13	231362.0	50.0	False	True	122	0	70	156415	11750373
Tán Gái 505	Tán Gái 505	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-05-31	155818.0	52.0	False	True	77	0	65	213607	11698842
Nụ hôn Bisou	Nụ hôn Bisou	Lãng	['vietnamese hip hop', 'v-pop']	2022-10-28	156825.0	49.0	False	True	46	1	10	367018	11524660
BADBYE	BADBYE	WEAN	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2023-06-09	202966.0	57.0	False	True	52	0	20	416895	11520881
LẦN CUỐI (đi bên em xót xa người ơi)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	222846.0	52.0	False	True	170	2	5	278162	11387427
CHÂN THÀNH (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)	"ANH TRAI ""SAY HI"" (Live Stage 4)"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-08-26	258000.0	58.0	False	True	27	0	14	548290	11323672
Mượn Rượu Tỏ Tình	Mượn Rượu Tỏ Tình	BigDaddy	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2019-01-18	198375.0	49.0	False	True	168	9	1	183537	11312237
number one girl	rosie	ROSÉ	['k-pop']	2024-12-06	216442.0	79.0	False	True	13	10	3	1582670	11185403
Hà Nội	Đánh Đổi	Obito	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2023-10-10	165555.0	59.0	False	True	33	0	12	453116	10925426
Tay To	Rapitalove	Rapital	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-06-21	165000.0	50.0	True	True	111	0	58	144296	10865905
Hit Me Up (feat. Nomovodka)	Hit Me Up (feat. Nomovodka)	Binz	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2023-10-19	268200.0	47.0	False	True	28	5	4	1097224	10863450
Chăm Hoa	Chăm Hoa	MONO	['v-pop', 'vietnamese hip hop', 'vinahouse']	2024-10-22	211111.0	63.0	False	True	17	1	9	787280	10856632
giá như	giá như	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2024-04-10	223200.0	58.0	False	True	45	0	13	646137	10805517
Buông Đôi Tay Nhau Ra	m-tp M-TP	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2017-04-01	227492.0	56.0	False	True	84	0	73	215375	10788759
Call Me	LOI CHOI: The Neo Pop Punk	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2023-12-17	214736.0	46.0	False	True	39	0	12	603389	10706543
My Love Mine All Mine	The Land Is Inhospitable and So Are We	Mitski	[]	2023-09-15	137773.0	84.0	False	True	56	0	30	355124	10638111
Yet To Come	Proof	BTS	['k-pop']	2022-06-10	193593.0	63.0	False	True	39	13	1	1755027	10636514
On The Ground	R	ROSÉ	['k-pop']	2021-03-12	168085.0	67.0	False	True	98	5	1	595967	10621938
bé ơi từ từ	LOI CHOI: The Neo Pop Punk	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2023-12-17	200727.0	50.0	False	True	30	3	8	876822	10473902
Không Yêu Em Thì Yêu Ai?	Bảo Tàng Của Nuối Tiếc	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2024-09-27	232647.0	60.0	False	True	21	0	19	715983	10447108
Hãy Trao Cho Anh	Hãy Trao Cho Anh	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2019-07-02	245658.0	49.0	False	True	149	23	1	397123	10446724
tình yêu có nghĩa là gì?	ái	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2023-08-16	133784.0	49.0	False	True	46	3	7	526510	10337947
1000 Ánh Mắt	Lặng	Shiki	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2024-06-27	152000.0	60.0	False	True	34	1	8	553753	10221555
Yêu 5	Yêu 5	Rhymastic	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2017-01-01	240000.0	52.0	False	True	170	0	77	131429	10191216
Rainy Days	Layover	V	['k-pop']	2023-08-11	179560.0	66.0	False	True	20	7	3	1850617	10184269
Đã Lỡ Yêu Em Nhiều	Đã Lỡ Yêu Em Nhiều	JustaTee	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2022-07-11	261105.0	54.0	False	True	107	0	132	176006	10117911
toxic till the end	rosie	ROSÉ	['k-pop']	2024-12-06	156685.0	85.0	False	True	11	5	3	1922052	10085055
HOP ON DA SHOW	HOP ON DA SHOW	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2024-09-18	175876.0	56.0	True	True	23	4	5	1012873	10022090
Đường Tôi Chở Em Về	Đường Tôi Chở Em Về	buitruonglinh	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2020-07-03	266000.0	57.0	False	True	120	0	14	264638	9870003
Permission to Dance	Permission to Dance	BTS	['k-pop']	2021-07-23	187585.0	69.0	False	True	64	28	1	505613	9832989
Bên Trên Tầng Lầu	Bên Trên Tầng Lầu	Tăng Duy Tân	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2022-06-10	184000.0	45.0	False	True	54	12	1	372198	9822954
Stay Alive (Prod. SUGA of BTS)	Stay Alive (Prod. SUGA of BTS)	Jung Kook	['k-pop']	2022-02-11	210928.0	66.0	False	True	68	8	1	1586444	9806362
Lặng	Anh Trai Vượt Ngàn Chông Gai 2024 - Vòng Concert	Rhymastic	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2024-07-09	139264.0	56.0	False	True	33	2	7	631748	9798859
Christmas Tree	Our Beloved Summer (Original Television Soundtrack), Pt. 5	V	['k-pop']	2021-12-24	209946.0	67.0	False	True	68	7	1	562360	9777261
Tháng Năm	The Playah	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2020-12-15	225358.0	54.0	False	True	118	3	6	225792	9774997
Kiss Me More (feat. SZA)	Planet Her	Doja Cat	[]	2021-06-25	208666.0	79.0	True	True	98	8	8	209463	9684708
Cheating on You	Cheating on You	Charlie Puth	['soft pop', 'pop']	2019-10-01	196606.0	68.0	False	True	115	0	13	146821	9666200
Trước Khi Em Tồn Tại	Cái Đầu Tiên	Thắng	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2023-04-30	194182.0	51.0	False	True	59	0	22	258426	9652121
We Don't Talk Anymore (feat. Selena Gomez)	Nine Track Mind	Charlie Puth	['soft pop', 'pop']	2016-01-29	217706.0	74.0	False	True	221	0	71	194475	9532656
Life Goes On	BE	BTS	['k-pop']	2020-11-20	207481.0	71.0	False	True	101	4	1	423869	9512304
TÌNH ĐẦU QUÁ CHÉN (feat. Quang Hùng MasterD, Negav, Pháp Kiều & Erik)	"ANH TRAI ""SAY HI"", Tập 14"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-09-18	316000.0	59.0	False	True	23	0	13	729164	9503888
Diamond Cut Diamond		Hoàng Thùy Linh							128	16	1	159492	9340096
golden hour	this is what falling in love feels like (554Hz)	JVKE	[]	2022-10-03	209259.0	72.0	False	True	70	1	6	292395	9336430
Ngõ Chạm	Ngõ Chạm	BigDaddy	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2023-03-08	232173.0	47.0	False	True	52	0	41	229429	9297604
MONEY	LALISA	LISA	['k-pop']	2021-09-10	168227.0	66.0	False	True	70	11	1	400537	9103147
BIRDS OF A FEATHER	HIT ME HARD AND SOFT	Billie Eilish	[]	2024-05-17	210373.0	94.0	False	True	40	0	54	328277	8949120
Anh Chỉ Muốn	Anh Chỉ Muốn	Ronboogz	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2023-10-18	167970.0	53.0	False	True	50	0	77	230029	8905135
Dù Cho Mai Về Sau - Acoustic Version	Dù Cho Mai Về Sau (Acoustic Version)	buitruonglinh	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2020-01-12	213490.0	51.0	False	True	116	0	67	175516	8872941
Ngày Mai Em Đi	Ngày Mai Em Đi	Lê Hiếu	['v-pop', 'vietnam indie', 'vietnamese bolero', 'vietnamese hip hop', 'vinahouse']	2017-08-02	218400.0	56.0	False	True	204	3	2	274020	8815981
Dân Chơi Sao Phải Khóc	Dân Chơi Sao Phải Khóc	Andree Right Hand	['vietnamese hip hop', 'v-pop', 'vinahouse']	2024-01-05	210944.0	53.0	False	True	40	0	16	533946	8706194
Running Wild	Happy	Jin	['k-pop']	2024-11-15	151646.0	79.0	False	True	14	3	2	2125667	8703875
Lỡ Say Bye Là Bye	Lỡ Say Bye Là Bye	Changg	['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']	2021-01-22	214948.0	48.0	False	True	106	2	8	192270	8656000
Em Thích	Em Thích	Sean	['vietnamese lo-fi', 'v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2021-12-03	176150.0	43.0	False	True	88	0	65	168483	8593835
Like Crazy (English Version)	FACE	Jimin	['k-pop']	2023-03-24	212253.0	61.0	False	True	32	6	2	1062322	8548448
Be Mine	MUSE	Jimin	['k-pop']	2024-07-19	207347.0	72.0	False	True	27	1	7	720754	8516808
Pink Venom	BORN PINK	BLACKPINK	['k-pop']	2022-09-16	186964.0	65.0	False	True	54	6	3	932876	8460176
Răng Khôn	Răng Khôn	Phí Phương Anh	['v-pop', 'vietnamese lo-fi', 'vinahouse']	2021-04-21	231585.0	44.0	False	True	102	3	6	230925	8458073
Head In The Clouds	Changes - EP	Hayd	[]	2021-09-17	184559.0	58.0	False	True	67	3	3	356774	8354735
Let Me Down Slowly	Narrated For You	Alec Benjamin	[]	2018-11-16	169353.0	80.0	False	True	195	17	2	68408	8344716
Die For You	Starboy	The Weeknd	[]	2016-11-24	260253.0	82.0	False	True	82	0	49	171257	8276387
Tình Ca Tình Ta	Tình Ca Tình Ta	kis	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2021-06-30	175255.0	48.0	False	True	85	0	19	139521	8270179
To The Moon	To The Moon	hooligan.	['vietnamese lo-fi', 'v-pop', 'vietnam indie']	2020-07-07	201507.0	44.0	False	True	110	0	18	116533	8254959
Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)	Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]	Kodak Black	[]	2023-05-17	175802.0	58.0	False	True	18	5	1	2475508	8218536
FLOWER	ME	JISOO	['k-pop']	2023-03-31	174216.0	69.0	False	True	29	5	2	1314468	8202696
Set Me Free Pt.2	Set Me Free Pt.2	Jimin	['k-pop']	2023-03-17	200929.0	65.0	True	True	38	3	1	1200870	8180116
TETVOVEN	TETVOVEN	Wxrdie	['vietnamese hip hop', 'v-pop']	2023-12-03	197230.0	53.0	False	True	39	0	39	362039	8168835
Memories	JORDI (Deluxe)	Maroon 5	['pop']	2021-06-11	189486.0	79.0	False	True	125	25	1	144251	8145275
How You Like That	THE ALBUM	BLACKPINK	['k-pop']	2020-10-02	180956.0	64.0	False	True	104	13	1	593110	8100765
Muốn Nói Với Em	Muốn Nói Với Em	T Team	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2020-06-06	233513.0	49.0	False	True	135	0	12	97696	8075687
Love is	Love is	Dangrangto	['vietnamese hip hop', 'v-pop']	2023-06-27	266758.0	62.0	False	True	17	0	23	568467	8031434
See Tình	See Tình	Hoàng Thùy Linh	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2022-02-20	185002.0	48.0	False	True	68	5	7	213291	8003209
Smeraldo Garden Marching Band (feat. Loco)	MUSE	Jimin	['k-pop']	2024-07-19	182840.0	67.0	False	True	9	5	1	2817972	7990805
Nước Mắt Em Lau Bằng Tình Yêu Mới	Nước Mắt Em Lau Bằng Tình Yêu Mới	Da LAB	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2019-09-12	285741.0	52.0	False	True	72	0	114	158410	7966718
Giấc Mơ Khác	Giấc Mơ Khác	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2023-02-09	223154.0	52.0	False	True	57	0	14	296463	7963169
ex's hate me, Pt.2	dreaAMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-06-20	216500.0	55.0	False	True	87	0	13	189465	7867564
Internet Love	Internet Love	VSTRA	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2021-02-14	219082.0	51.0	False	True	115	0	56	142259	7864980
"Sau Lời Từ Khước (Theme Song From ""MAI"")"	"Sau Lời Từ Khước (Theme Song From ""MAI"")"	Phan Mạnh Quỳnh	['v-pop', 'vietnam indie']	2024-02-14	250122.0	46.0	False	True	21	4	3	964968	7849758
Thắc Mắc?	Thắc Mắc?	Thịnh Suy	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2019	205567.0	52.0	False	True	52	0	110	211593	7830158
7 rings	thank u, next	Ariana Grande	['pop']	2019-02-08	178626.0	79.0	True	True	156	26	1	98838	7778949
Shut Down	BORN PINK	BLACKPINK	['k-pop']	2022-09-16	175889.0	65.0	False	True	51	4	2	1042174	7756756
People Pt.2 (feat. IU)	D-DAY	Agust D	['k-pop', 'k-rap']	2023-04-21	213995.0	62.0	False	True	33	3	3	825738	7745030
I Am Not Thuy Kieu		Hoàng Thùy Linh							127	13	1	210493	7678762
Cao Ốc 20	Cao Ốc 20	B Ray	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2023-05-16	254688.0	55.0	False	True	45	0	109	240540	7655372
Magnetic	SUPER REAL ME	ILLIT	['k-pop']	2024-03-25	160688.0	79.0	False	True	24	5	5	739842	7611298
Bigcityboi (feat. Touliver)	Big City Boi (feat. Touliver)	Binz	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2020-07-05	201599.0	38.0	True	True	75	18	1	407040	7559340
Tràn Bộ Nhớ	Dữ Liệu Quý	Dương Domic	['v-pop', 'vietnamese hip hop']	2024-11-22	172500.0	64.0	False	True	13	3	7	794113	7522716
MAKING MY WAY	MAKING MY WAY	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2023-05-05	258006.0	45.0	False	True	23	4	2	1868074	7476733
Mình Anh Thôi	Mình Anh Thôi	Negav	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2024-09-04	212519.0	57.0	False	True	24	0	18	587251	7475745
CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)	"ANH TRAI ""SAY HI"" (Live Stage 2)"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-08-06	256000.0	52.0	False	True	28	0	27	383332	7440392
we can't be friends (wait for your love)	eternal sunshine	Ariana Grande	['pop']	2024-03-08	228639.0	84.0	False	True	35	0	17	469366	7387322
Đánh Đổi	Đánh Đổi	Obito	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2023-10-10	226993.0	58.0	True	True	33	0	61	292681	7384756
2002	Speak Your Mind (Deluxe)	Anne-Marie	[]	2018-04-27	186986.0	75.0	False	True	213	0	21	65221	7377388
Espresso	Espresso	Sabrina Carpenter	[]	2024-04-12	175459.0	85.0	True	True	32	0	13	375510	7340580
Gặp Nhưng Không Ở Lại	Gặp Nhưng Không Ở Lại	Hiền Hồ	['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']	2020-12-08	276777.0	43.0	False	True	84	4	1	267879	7337865
Mắt Xanh	Mắt Xanh	Gill	['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vinahouse']	2022-12-10	169514.0	49.0	True	True	57	0	60	180316	7295675
Tell the kids i love them (ft. Shiki)		Obito							38	0	30	289685	7274687
Có Em Đời Bỗng Vui	Có Em Đời Bỗng Vui	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2023-06-27	247530.0	40.0	False	True	121	1	6	108923	7254143
từ chối nhẹ nhàng thôi	tâm trạng tan hơi chậm một chút	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2020-05-17	246818.0	47.0	False	True	68	12	1	252135	7252607
Tháng Mấy Em Nhớ Anh?	Tháng Mấy Em Nhớ Anh?	Hà Anh Tuấn	['v-pop', 'vietnam indie']	2021-01-04	300000.0	42.0	False	True	89	6	2	284147	7223581
Sài Gòn Đau Lòng Quá	Sài Gòn Đau Lòng Quá	Hứa Kim Tuyền	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2021-03-28	308689.0	44.0	False	True	68	9	1	337899	7167098
Phải Chăng Em Đã Yêu? (feat. RedT)	Phải Chăng Em Đã Yêu? (feat. RedT)	Juky San	['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']	2021-02-12	190000.0	43.0	False	True	78	12	2	317180	7136139
QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI)	"ANH TRAI ""SAY HI"", Chung Kết 1"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-08-31	210491.0	52.0	False	True	23	0	14	573422	7068223
Chàng Trai Bất Tử	Chàng Trai Bất Tử	An Vũ	['v-pop', 'vietnamese lo-fi']	2024-01-11	232994.0	52.0	False	True	39	0	56	267757	7065889
Giữa Đại Lộ Đông Tây	Giữa Đại Lộ Đông Tây	Uyên Linh	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2021-11-04	226666.0	44.0	False	True	93	1	6	251507	7051410
Anh Đếch Cần Gì Nhiều Ngoài Em	Anh Đếch Cần Gì Nhiều Ngoài Em	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2018-11-15	217116.0	50.0	False	True	168	18	1	100002	7033408
Say Yes (Vietnamese Version)	Chọn Gì? Chọn Đi! Mùa 1	Chọn gì? Chọn đi!	['v-pop']	2024-09-11	223200.0	51.0	False	True	23	0	30	452918	7018030
1 Phút	1 Phút	Andiez	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2017-08-07	375989.0	53.0	False	True	183	0	21	175163	7015412
Take Two	Take Two	BTS	['k-pop']	2023-06-09	229953.0	64.0	False	True	19	5	2	2131906	6823734
hai mươi hai (22) [feat. AMEE]	COLOURS	Hứa Kim Tuyền	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2022-05-31	238986.0	43.0	False	True	59	7	3	269420	6744922
Peaches (feat. Daniel Caesar & Giveon)	Justice	Justin Bieber	[]	2021-03-19	198081.0	75.0	True	True	71	6	6	214508	6655923
Ditto	Ditto	NewJeans	['k-pop']	2022-12-19	185506.0	75.0	False	True	36	8	1	525224	6655429
yêu anh đi mẹ anh bán bánh mì	yêu anh đi mẹ anh bán bánh mì	Phuc Du	['vietnamese hip hop', 'v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2023-02-13	252892.0	41.0	False	True	49	0	28	235608	6647618
GIAYPHUT	GIAYPHUT	kidsai	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2021-08-06	205846.0	51.0	False	True	64	0	35	131711	6635886
TRÓI EM LẠI (feat. Quang Hùng MasterD)	"ANH TRAI ""SAY HI"", Chung Kết 1"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-08-31	264615.0	54.0	False	True	24	0	27	444311	6635336
ANH BIẾT RỒI (feat. Rhyder, Jmi Ko)	"ANH TRAI ""SAY HI"", Chung Kết 1"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-08-31	259614.0	52.0	False	True	23	0	19	508333	6607814
em bỏ hút thuốc chưa (feat. traitimtrongvang)	tâm trạng tan hơi chậm một chút	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2020-05-17	216000.0	45.0	False	True	72	11	1	376511	6602536
Trốn Tìm	Trốn Tìm	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2021-05-15	248870.0	47.0	False	True	66	6	1	825252	6503373
Ngã Tư Không Đèn	Chỉ Có Thể Là Anh	TRANG	['vietnam indie', 'v-pop']	2022-06-18	218250.0	46.0	False	True	49	1	10	208711	6498992
Cupid (Twin Ver.) - Live Studio Version OT4	The Beginning	FIFTY FIFTY	['k-pop']	2023-09-22	174116.0	72.0	False	True	25	4	7	482567	6496054
Never Let Go	Never Let Go	Jung Kook	['k-pop']	2024-06-07	166812.0	70.0	False	True	10	5	2	2370268	6484695
ONLY	4 ONLY	LeeHi	['k-ballad', 'k-pop']	2021-09-09	240906.0	73.0	False	True	83	5	8	166509	6453377
Và Thế Là Hết	Và Thế Là Hết	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2018-12-24	291650.0	42.0	False	True	145	0	19	82007	6437342
Leave The Door Open	An Evening With Silk Sonic	Bruno Mars	[]	2021-11-11	242096.0	74.0	False	True	75	10	3	236304	6434820
