track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable	wks	t10	pk_rank	pk_streams	total_streams
Downtown Baby	Downtown Baby	Rtee	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2021-03-20	197035.0	21.0	False	True	2	0	140	38763	74226
Going Bad (feat. Drake)	Championships	Meek Mill	['rap']	2018-11-30	180522.0	72.0	True	True	10	0	109	8308	74092
Nights Like This (feat. Ty Dolla $ign)	While We Wait	Kehlani	[]	2019-02-22	201787.0	68.0	True	True	7	0	35	13810	73574
Nhìn Vậy Mà Không Phải Vậy		Orange							2	0	104	43673	73404
Glitch Mode	Glitch Mode - The 2nd Album	NCT DREAM	['k-pop']	2022-03-28	207053.0	50.0	False	True	2	0	187	37921	73398
MẾU MÁO (T.T)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	217113.0	32.0	False	True	3	0	52	33891	73393
24h	24h	Lyly	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2020-10-28	257000.0	50.0	False	True	8	0	119	9703	73305
Lil’ Touch	Lil' Touch - The 1st Single	Girls' Generation-Oh!GG	['k-pop']	2018-09-05	189846.0	49.0	False	True	8	0	11	19902	73216
Salt	Heaven & Hell	Ava Max	[]	2020-09-18	180283.0	64.0	False	True	4	0	176	19568	73213
Power Up	Summer Magic - Summer Mini Album	Red Velvet	['k-pop']	2018-08-06	202040.0	50.0	False	True	8	0	23	16135	73136
Đìu Anh Luôn Giữ Kín Trong Tym	Đìu Anh Luôn Giữ Kín Trong Tym	RPT MCK	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-07-16	176000.0	43.0	False	True	2	0	109	40200	73052
28 (feat. NiiHWA)	D-2	Agust D	['k-pop', 'k-rap']	2020-05-22	133673.0	57.0	True	True	2	0	39	52088	73007
Bigger Than The Whole Sky	Midnights (3am Edition)	Taylor Swift	[]	2022-10-22	218502.0	61.0	False	True	1	0	126	72973	72973
I Don't Do Drugs (feat. Ariana Grande)	Planet Her	Doja Cat	[]	2021-06-25	188893.0	60.0	True	True	2	0	102	41061	72912
Mặt Trăng	Nữ Thần Mặt Trăng (Mônangel)	Bùi Lan Hương	['v-pop', 'vietnam indie']	2023-10-21	268846.0	28.0	False	True	3	0	53	31918	72736
Blue Side (Outro)	Hope World	j-hope	['k-pop', 'k-rap']	2018-03-02	90539.0	57.0	False	True	1	0	67	72619	72619
Tết Real Khum?	Tết Real Khum?	Wowy	['vietnamese hip hop', 'v-pop']	2022-01-05	218216.0	33.0	False	True	2	0	156	37150	72477
Outta My Head (with John Mayer)	Free Spirit	Khalid	[]	2019-04-05	177066.0	56.0	False	True	5	0	41	23316	72333
Tattoos Together	~how i'm feeling~	Lauv	[]	2020-03-06	186613.0	55.0	True	True	4	0	140	19212	72300
No Guidance (feat. Drake)	Indigo	Chris Brown	['r&b']	2019-06-28	260640.0	72.0	True	True	5	0	133	17499	72299
LALALAY	LALALAY	SUNMI	['k-pop']	2019-08-27	174880.0	43.0	False	True	3	0	49	31597	72160
Pray For Me	The Highlights	The Weeknd	[]	2021-02-05	211420.0	74.0	True	True	7	0	63	16696	72091
MÀU (đen trắng)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	216899.0	33.0	False	True	3	0	53	33325	71831
Hết Nhạc Con Về	Hết Nhạc Con Về	Duy B	['vinahouse', 'vietnamese hip hop', 'v-pop']	2021-04-22	193548.0	27.0	False	True	2	0	176	36978	71694
Just One Day	Skool Luv Affair	BTS	['k-pop']	2014-02-12	239469.0	64.0	False	True	1	0	70	71633	71633
Cho Không	No Nê	Suboi	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-07-15	201047.0	17.0	False	True	4	0	48	23822	71549
hoax	folklore	Taylor Swift	[]	2020-07-24	220042.0	60.0	False	True	2	0	64	48056	71313
0X1=LOVESONG (I Know I Love You) feat. Seori	The Chaos Chapter: FREEZE	TOMORROW X TOGETHER	['k-pop']	2021-05-31	202203.0	65.0	False	True	2	0	134	39116	71171
Ngủ Đi Để Thấy Nhau Còn Hồn Nhiên	25	Hoàng Dũng	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2020-12-16	350978.0	18.0	False	True	2	0	141	37089	70879
Mộng Du	Qua Khung Cửa Sổ	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2021-05-05	240000.0	30.0	False	True	2	0	125	38545	70754
Dancin - Krono Remix	Ibiza 2019	Aaron Smith	[]	2019-11-11	256000.0	70.0	False	True	8	0	41	13314	70720
Farewell, Neverland	The Name Chapter: TEMPTATION	TOMORROW X TOGETHER	['k-pop']	2023-01-27	180676.0	58.0	False	True	1	0	150	70516	70516
Boys Will Be Boys	Future Nostalgia	Dua Lipa	['pop']	2020-03-27	166266.0	51.0	False	True	3	0	138	25385	70491
Độ Ta Không Độ Nàng	Khánh Phương Super Collection	Khánh Phương	['v-pop', 'vinahouse', 'vietnamese bolero', 'vietnamese lo-fi']	2022-02-01	246136.0	19.0	False	True	4	0	54	24298	70130
Leader	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	189952.0	8.0	False	True	7	0	19	20127	70026
Lullaby	The Wave	R3HAB	['slap house', 'edm']	2018-08-24	160183.0	55.0	False	True	8	0	65	14650	69909
No Internet	No Internet	7UPPERCUTS	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2020-12-23	185161.0	34.0	False	True	2	0	120	39134	69784
Naked	YOU	James Arthur	['soft pop']	2019-10-18	233400.0	65.0	False	True	8	0	73	15482	69769
My Little Love	30	Adele	['soft pop']	2021-11-19	389107.0	60.0	False	True	1	0	58	69698	69698
Cheap Thrills	This Is Acting	Sia	[]	2016-01-29	211666.0	75.0	False	True	13	0	137	6177	69532
Drama Queen	Drama Queen	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2018-10-22	275478.0	13.0	False	True	8	0	19	16922	69498
Hongkong1 - Official Version - Original		Nguyễn Trọng Tài							9	0	55	11239	69439
Silence	Silence	Marshmello	['edm']	2017-08-11	180822.0	74.0	False	True	10	0	119	11295	69276
Dear my friend (feat. Kim Jong Wan of NELL)	D-2	Agust D	['k-pop', 'k-rap']	2020-05-22	292078.0	56.0	True	True	2	0	48	47688	69231
Finesse - Remix; feat. Cardi B	Finesse (Remix) [feat. Cardi B]	Bruno Mars	[]	2017-12-20	217288.0	73.0	False	True	6	0	40	20680	69051
Tune Of Joy		MaziteLo							1	0	30	68625	68625
Nói Dối (feat. HIEUTHUHAI)	Nói Dối (feat. HIEUTHUHAI)	Pháo	['v-pop', 'vinahouse', 'vietnamese hip hop']	2021-12-23	199114.0	34.0	False	True	2	0	183	34276	68367
Like Water	Like Water - The 1st Mini Album	WENDY	['k-ballad', 'k-pop']	2021-04-05	261013.0	47.0	False	True	2	0	161	34957	68300
Sleep In My Time		MaziteLo							1	0	31	68100	68100
Stay Tonight	Querencia	CHUNG HA	['k-pop']	2021-02-15	217238.0	48.0	False	True	3	0	133	25715	68033
Finding Your Strength		MaziteLo							1	0	32	67964	67964
Tiến Hoá (feat. Ricky Star)	Rap Việt Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-11-08	171428.0	12.0	False	True	2	0	117	34654	67807
Easy Moves		MaziteLo							1	0	33	67694	67694
Dive - KR Ver.		iKON							2	0	52	42399	67393
ai buồn giơ tay	Over The Moon	MONSTAR	['v-pop', 'vietnam indie']	2021-08-01	192773.0	17.0	False	True	2	0	111	36561	67380
Beautiful Chances		MaziteLo							1	0	34	67355	67355
Darl+ing	SEVENTEEN 4th Album 'Face the Sun'	SEVENTEEN	['k-pop']	2022-05-27	176560.0	60.0	False	True	1	0	83	66948	66948
Girls Want Girls (with Lil Baby)	Certified Lover Boy	Drake	['rap', 'hip hop']	2021-09-03	221979.0	72.0	True	True	2	0	99	39023	66790
Còn Thương Thì Không Để Em Khóc	Còn Thương Thì Không Để Em Khóc	Miu Lê	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']	2019-12-26	292500.0	37.0	False	True	3	0	100	23551	66779
Người Em Từng Yêu	Người Em Từng Yêu	Ngân Ngân	['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnamese bolero']	2022-09-15	232847.0	26.0	False	True	1	0	169	66487	66487
Uh-Oh	Uh-Oh	(G)I-DLE	['k-pop']	2019-06-26	207600.0	53.0	False	True	4	0	93	19947	66386
Anh Đếch Cần Gì Nhiều Ngoài Em - dongvui harmony	dongvui harmony	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2022-11-09	341205.0	28.0	False	True	1	0	133	66386	66386
Lucky You (feat. Joyner Lucas)	Kamikaze	Eminem	['rap', 'hip hop']	2018-08-31	244679.0	67.0	True	True	6	0	20	18481	66319
Kick It	NCT #127 Neo Zone - The 2nd Album	NCT 127	['k-pop']	2020-03-06	233013.0	56.0	False	True	2	0	60	45614	66109
Đừng Tin Her	Đừng Tin Her	B Ray	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2020-12-04	213350.0	33.0	True	True	2	0	155	33943	66086
peace	folklore	Taylor Swift	[]	2020-07-24	234000.0	61.0	True	True	2	0	71	45155	65960
Death By A Thousand Cuts	Lover	Taylor Swift	[]	2019-08-23	198533.0	67.0	False	True	2	0	33	44935	65953
Happy Fools (feat. Coi Leray)	The Name Chapter: TEMPTATION	TOMORROW X TOGETHER	['k-pop']	2023-01-27	155753.0	49.0	False	True	1	0	172	65831	65831
Mưa Cứ Rơi	Mưa Cứ Rơi	Mr.A	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2022-12-10	177333.0	48.0	False	True	1	0	163	65707	65707
Our Song	Therapy	Anne-Marie	[]	2021-07-23	163733.0	57.0	False	True	2	0	149	36512	65674
Holly Jolly Christmas	Christmas (Deluxe Special Edition)	Michael Bublé	['christmas']	2012-11-09	119786.0	66.0	False	True	3	0	107	37567	65645
Angels Like You	Plastic Hearts	Miley Cyrus	[]	2020-11-27	196453.0	76.0	False	True	2	0	151	33256	65540
Yellow Hearts	Yellow Hearts	Ant Saunders	[]	2019-06-18	223257.0	55.0	False	True	4	0	171	17360	65538
LAVIE	LAVIE	WEAN	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-11-13	200007.0	33.0	False	True	2	0	115	38786	65476
Nu Hon Danh Roi - OST Thang Nam Ruc Ro - Original	Nu Hon Danh Roi - OST Thang Nam Ruc Ro (Original)	Hoàng Yến Chibi	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2018-05-09	276600.0	21.0	False	True	11	0	71	8949	65310
bad idea	thank u, next	Ariana Grande	['pop']	2019-02-08	267106.0	62.0	False	True	4	0	16	26829	65259
Thiên Hà Trước Hiên Nhà	Thiên Hà Trước Hiên Nhà	Datmaniac	['vietnamese hip hop', 'vietnam indie', 'v-pop']	2021-02-06	241889.0	28.0	False	True	2	0	88	36370	65219
Get You The Moon (feat. Snøw)	Get You The Moon (feat. Snøw)	Kina	[]	2018-10-08	179080.0	70.0	False	True	4	0	175	17036	65150
Da Lau Roi		Cheung							2	0	127	36979	65077
Intro 2022	SKY DECADE	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2022-10-06	83240.0	33.0	False	True	1	0	126	65018	65018
Everything Goes On	Everything Goes On	Porter Robinson	['edm', 'electronic']	2022-07-14	202821.0	56.0	False	True	1	0	98	64760	64760
In the Name of Love	In the Name of Love	Martin Garrix	['edm', 'electronica', 'progressive house']	2016-07-29	195706.0	74.0	False	True	12	0	145	10044	64733
Tie Me Down	SUMMER LOUNGE 2020	Gryffin	['edm', 'melodic bass']	2020-05-29	218239.0	46.0	False	True	10	0	93	7481	64593
Let Go	FACE YOURSELF	BTS	['k-pop']	2018-04-04	299706.0	56.0	False	True	8	0	53	14507	64565
Hot Sauce	Hot Sauce - The 1st Album	NCT DREAM	['k-pop']	2021-05-10	195813.0	55.0	False	True	2	0	153	34807	64462
U Mê Em	U Mê Em	Kay Trần	['v-pop', 'vietnamese hip hop']	2022-11-30	210285.0	19.0	False	True	1	0	172	64434	64434
Paris	Midnights (3am Edition)	Taylor Swift	[]	2022-10-22	196258.0	60.0	False	True	1	0	144	64340	64340
NOEL Biết Yêu	NOEL Biết Yêu	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2022-12-10	185379.0	19.0	False	True	1	0	170	64123	64123
Lonely Together (feat. Rita Ora)	AVĪCI (01)	Avicii	['edm']	2017-08-10	181812.0	68.0	False	True	9	0	21	17933	64094
This Is America	This Is America	Childish Gambino	[]	2018-05-06	225773.0	64.0	True	True	6	0	17	17095	64035
LO$ER=LO♡ER	The Chaos Chapter: FIGHT OR ESCAPE	TOMORROW X TOGETHER	['k-pop']	2021-08-17	199919.0	64.0	False	True	2	0	108	37372	63813
Đêm Hôm Qua	Gieo	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2022-11-25	228084.0	34.0	False	True	1	0	174	63598	63598
Người Lạ Ơi - Hoaprox Remix		Châu Đăng Khoa							11	0	104	6748	63530
Tỉnh Giấc Khi Ông Trời Đang Ngủ	Tỉnh Giấc Khi Ông Trời Đang Ngủ	TRANG	['vietnam indie', 'v-pop']	2019-09-19	244000.0	21.0	False	True	3	0	103	23139	63318
False God	Lover	Taylor Swift	[]	2019-08-23	200306.0	68.0	False	True	2	0	39	43371	63277
Tuý Hoạ - Remix	Tuý Hoạ (Remix)	VINA BẤT DIỆT	['vinahouse']	2024-01-17	268265.0	6.0	False	True	2	0	60	43588	63166
BOY	THE FIRST STEP : TREASURE EFFECT	TREASURE	['k-pop']	2021-01-11	196666.0	50.0	False	True	2	0	77	35077	63161
working	working	Tate McRae	[]	2021-06-17	210219.0	55.0	True	True	2	0	130	34623	63081
To Be Loved	30	Adele	['soft pop']	2021-11-19	403961.0	60.0	False	True	1	0	73	63019	63019
End Game	reputation	Taylor Swift	[]	2017-11-10	244826.0	69.0	False	True	9	0	112	12380	62944
Bỏ Em Vào Balo (Lofi Ver.)	Bỏ Em Vào Balo (Lofi Ver.)	Tân Trần	['vietnamese lo-fi', 'vinahouse', 'v-pop', 'vietnam indie', 'lo-fi']	2021-07-11	186885.0	35.0	False	True	1	0	91	62904	62904
Gu Của Anh Là Châu Á (feat. Yuno Bigboi)	Rap Việt Tập 14	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-11-03	180000.0	13.0	False	True	2	0	110	37556	62829
come out and play	come out and play	Billie Eilish	[]	2018-11-20	210375.0	65.0	False	True	4	0	16	21861	62795
My Universe - Acoustic Version	My Universe	Coldplay	[]	2021-09-27	223268.0	44.0	False	True	2	0	163	32479	62769
Sacrifice	Sacrifice	Bebe Rexha	[]	2021-03-05	160871.0	45.0	False	True	2	0	145	33716	62742
Pretty Girl - Cheat Codes X CADE Remix	Pretty Girl (Cheat Codes X CADE Remix)	Maggie Lindemann	[]	2017-03-02	193613.0	61.0	True	True	7	0	182	11417	62708
MONOPOLY (with Victoria Monét)	MONOPOLY	Ariana Grande	['pop']	2019-04-01	158586.0	56.0	True	True	4	0	37	24953	62613
Some	Red Diary Page.1	BOL4	['k-pop', 'k-ballad']	2017-09-28	181373.0	63.0	False	True	2	0	181	31414	62576
I Don't Know	LAVIE	WEAN	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-12-18	247426.0	25.0	False	True	2	0	175	32341	62546
STEREOTYPE	STEREOTYPE	STAYC	['k-pop']	2021-09-06	191695.0	56.0	False	True	2	0	137	34477	62200
Tomorrow	Tomorrow	Vũ Cát Tường	['v-pop', 'vietnam indie']	2020-06-04	265116.0	17.0	False	True	3	0	147	22947	62138
Look Alive (feat. Drake)	Simi	BlocBoy JB	['memphis rap']	2018-05-04	181414.0	64.0	True	True	8	0	69	15246	62134
End of Time	End of Time	K-391	[]	2020-03-06	187560.0	59.0	False	True	3	0	175	21710	62018
Vùng Lá Me Bay	Tuyển Tập Các Ca Khúc Trữ Tình Dương Hồng Loan	Dương Hồng Loan	['vietnamese bolero', 'bolero', 'traditional music']	2021-09-17	262623.0	19.0	False	True	6	0	70	12357	61960
TWIT	TWIT	HWASA	['k-pop']	2019-02-13	190785.0	51.0	False	True	6	0	86	12659	61908
Come & Go (with Marshmello)	Legends Never Die	Juice WRLD	['melodic rap', 'emo rap']	2020-07-10	205484.0	72.0	True	True	2	0	82	35517	61824
Gieo	Gieo	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2022-11-25	207516.0	33.0	False	True	1	0	181	61567	61567
edamame	eat ya veggies	bbno$	['meme rap']	2021-10-08	133706.0	72.0	True	True	2	0	140	31460	61141
Bad To You (with Normani & Nicki Minaj)	Charlie's Angels (Original Motion Picture Soundtrack)	Ariana Grande	['pop']	2019-11-01	171840.0	46.0	False	True	2	0	56	36344	61013
I Don't Think I'm Okay	I Don't Think I'm Okay	Bazzi	[]	2020-07-09	176250.0	43.0	False	True	2	0	79	36375	60878
Falling	Fine Line	Harry Styles	[]	2019-12-13	240133.0	75.0	False	True	3	0	129	21368	60833
Soon You’ll Get Better (feat. The Chicks)	Lover	Taylor Swift	[]	2019-08-23	201586.0	61.0	False	True	2	0	43	41765	60731
Roi Mot Ngay	Roi Mot Ngay	Dewie	['vietnamese hip hop', 'v-pop', 'melodic rap']	2022-11-17	174361.0	37.0	False	True	1	0	194	60713	60713
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album	Summer Feelings (feat. Charlie Puth)	Lennon Stella	[]	2020-04-23	160289.0	53.0	False	True	3	0	166	20757	60676
What’s Next	Scary Hours 2	Drake	['rap', 'hip hop']	2021-03-05	178153.0	63.0	True	True	2	0	156	32156	60324
Baila Conmigo (with Rauw Alejandro)	Revelación - EP	Selena Gomez	['pop']	2021-03-12	186087.0	61.0	False	True	2	0	149	32777	60289
AH YEAH - KR Ver.		WINNER							4	0	50	23491	60240
Charlie Be Quiet!	CHARLIE	Charlie Puth	['soft pop', 'pop']	2022-10-06	128364.0	46.0	False	True	1	0	137	60236	60236
I'm Not Here To Make Friends	Gloria	Sam Smith	['soft pop']	2023-01-27	229604.0	60.0	False	True	1	0	200	60192	60192
Về Nhà Ăn Tết	Về Nhà Ăn Tết	BigDaddy	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2017-01-25	241384.0	37.0	False	True	1	0	153	60119	60119
Polaroid	Blue	Jonas Blue	['tropical house']	2018-11-09	193377.0	62.0	False	True	7	0	61	9716	60092
ถ้าเธอรักใครคนหนึ่ง OST.บุพเพสันนิวาส 2	ถ้าเธอรักใครคนหนึ่ง - Single	Ink Waruntorn	['thai pop', 't-pop', 'thai indie pop']	2022-07-14	246434.0	40.0	False	True	1	0	136	60034	60034
căn gác mùa hè (sweet summer)	CITOPIA	Phùng Khánh Linh	['v-pop', 'vietnam indie', 'city pop']	2022-11-11	191105.0	30.0	False	True	1	0	151	59806	59806
Streets	Hot Pink	Doja Cat	[]	2019-11-07	226986.0	79.0	True	True	2	0	176	30459	59749
Lost in the Fire (feat. The Weeknd)	Hyperion	Gesaffelstein	[]	2019-03-08	202093.0	78.0	True	True	5	0	28	16012	59748
Dynamite (Poolside Remix)	Dynamite (DayTime Version)	BTS	['k-pop']	2020-08-28	182591.0	38.0	False	True	2	0	74	40602	59641
Lonely Love	Lonely Love	Trang Hàn	['vietnam indie', 'v-pop', 'vietnamese lo-fi']	2018-09-12	212432.0	27.0	False	True	1	0	140	59475	59475
Over Now (with The Weeknd)	Over Now (with The Weeknd)	Calvin Harris	['edm']	2020-08-28	210795.0	58.0	True	True	2	0	90	35712	59445
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	613026.0	75.0	True	True	1	0	80	59407	59407
Connection	Connection	OneRepublic	['soft pop']	2018-06-26	148459.0	52.0	False	True	9	0	83	7624	59399
Really	SQUARE UP	BLACKPINK	['k-pop']	2018-06-15	197789.0	52.0	False	True	3	1	7	35368	59375
Don't Check On Me (feat. Justin Bieber & Ink)	Indigo	Chris Brown	['r&b']	2019-06-28	204880.0	54.0	False	True	4	0	148	15255	58997
Getting Over You	I met you when I was 18. (the playlist)	Lauv	[]	2018-05-31	255885.0	49.0	False	True	7	0	82	14944	58949
Xin loi anh qua phien	Ten On Ten	Đông Nhi	['v-pop', 'vinahouse']	2018-12-13	245161.0	13.0	False	True	7	0	34	12766	58935
MIA	X 100PRE	Bad Bunny	['reggaeton', 'trap latino', 'latin', 'urbano latino']	2018-12-23	210367.0	71.0	False	True	7	0	31	12997	58916
Thay Doi	Door To Nowhere	Thịnh Suy	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-11-17	178512.0	39.0	False	True	1	0	155	58863	58863
gold rush	evermore	Taylor Swift	[]	2020-12-11	185320.0	62.0	True	True	1	0	60	58821	58821
SEE U LATER - KR Ver.		BLACKPINK							9	0	75	8003	58760
Best Of Me	Love Yourself 承 'Her'	BTS	['k-pop']	2017-09-18	227191.0	62.0	False	True	7	0	40	17545	58616
Would've, Could've, Should've	Midnights (3am Edition)	Taylor Swift	[]	2022-10-22	260361.0	62.0	False	True	1	0	162	58528	58528
Em Gái Quê	Em Gái Quê	K-ICM	['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2021-12-13	248571.0	6.0	False	True	1	0	94	58450	58450
Nobody Gets Me	SOS	SZA	['r&b']	2022-12-09	180853.0	83.0	True	True	1	0	193	58449	58449
Motivation	Motivation	Normani	[]	2019-08-16	193837.0	61.0	False	True	4	0	167	15361	58424
I'll Never Love Again - Extended Version	A Star Is Born Soundtrack	Lady Gaga	['art pop', 'pop']	2018-10-05	328893.0	60.0	False	True	7	0	38	11645	58384
Youth (feat. Khalid)	Shawn Mendes	Shawn Mendes	['pop']	2018-05-25	190866.0	57.0	False	True	6	0	33	15284	58381
RBB (Really Bad Boy)	RBB - The 5th Mini Album	Red Velvet	['k-pop']	2018-11-30	188785.0	49.0	False	True	6	0	23	18525	58300
Six Feet Under	Six Feet Under	Billie Eilish	[]	2016-11-17	189613.0	70.0	False	True	5	0	138	12506	58271
1 Cọng Tóc Mai (feat. Touliver)	CONG	Tóc Tiên	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese bolero']	2022-11-01	202105.0	17.0	False	True	1	0	107	57729	57729
Can't You See Me?	The Dream Chapter: ETERNITY	TOMORROW X TOGETHER	['k-pop']	2020-05-18	201445.0	55.0	False	True	2	0	80	33145	57514
Stardom	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	214613.0	13.0	False	True	4	1	10	24158	57469
I Love It (& Lil Pump)	I Love It	Kanye West	['rap']	2018-09-07	127946.0	66.0	True	True	6	0	27	14372	57425
Power is Power (feat. The Weeknd & Travis Scott)	For The Throne (Music Inspired by the HBO Series Game of Thrones)	SZA	['r&b']	2019-04-26	211266.0	58.0	False	True	4	0	53	20486	57362
Thế Là Tết	Thế Là Tết	Đức Phúc	['v-pop', 'vinahouse', 'vietnam indie']	2018-01-16	274207.0	38.0	False	True	2	0	127	34385	57326
I LOVE YOU	THE FIRST STEP : TREASURE EFFECT	TREASURE	['k-pop']	2021-01-11	181618.0	51.0	False	True	2	0	98	31853	57236
Hey, Mickey!	Hey, Mickey!	Baby Tate	[]	2016-09-27	115555.0	63.0	False	True	1	0	200	57131	57131
Anh Đừng Đi	Anh Đừng Đi	Lyly	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2021-02-19	261034.0	23.0	False	True	2	0	172	29372	56976
NASA	thank u, next	Ariana Grande	['pop']	2019-02-08	182000.0	59.0	False	True	4	0	18	24604	56672
Good Days	SOS	SZA	['r&b']	2022-12-09	278480.0	78.0	True	True	2	0	172	29508	56606
Be A Fool	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	235434.0	17.0	False	True	4	1	9	24417	56576
Smells Like Me	CHARLIE	Charlie Puth	['soft pop', 'pop']	2022-10-07	204079.0	42.0	False	True	1	0	133	56571	56571
gogobebe	White Wind	MAMAMOO	['k-pop']	2019-03-14	195855.0	52.0	False	True	5	0	81	13851	56495
LẦN CUỐI (đi bên em xót xa người ơi)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	222846.0	52.0	False	True	1	0	13	56444	56444
Một Triệu Năm Ánh Sáng	Một Triệu Năm Ánh Sáng	Vũ Cát Tường	['v-pop', 'vietnam indie']	2020	199058.0	24.0	False	True	2	0	183	28267	56270
Celestial	Celestial	Ed Sheeran	['soft pop']	2022-09-29	209026.0	63.0	False	True	1	0	155	56246	56246
Different World (feat. CORSAK)	Different World	Alan Walker	[]	2018-12-14	202906.0	54.0	False	True	6	0	38	13818	56231
Stay With Me (with Justin Timberlake, Halsey, & Pharrell)	Stay With Me (with Justin Timberlake, Halsey, & Pharrell)	Calvin Harris	['edm']	2022-07-15	229282.0	54.0	False	True	1	0	118	56220	56220
Egotistic	RED MOON	MAMAMOO	['k-pop']	2018-07-16	196018.0	55.0	False	True	8	0	39	12231	56210
Anxiety (with Selena Gomez)	Inner Monologue Part 1	Julia Michaels	[]	2019-01-24	210146.0	47.0	True	True	6	0	96	10524	56147
High Infidelity	Midnights (3am Edition)	Taylor Swift	[]	2022-10-22	231475.0	59.0	False	True	1	0	175	56103	56103
FIANCÉ	XX	MINO	['k-rap', 'k-pop']	2018-11-26	207986.0	45.0	False	True	5	0	29	15972	56020
Tết Về Sớm Nhé	Tết Về Sớm Nhé	Phan Mạnh Quỳnh	['v-pop', 'vietnam indie']	2020-01-01	187164.0	36.0	False	True	2	0	131	34108	55902
Cry Your Heart Out	30	Adele	['soft pop']	2021-11-19	255278.0	57.0	False	True	1	0	90	55647	55647
Up All Night	Up All Night	Khalid	[]	2019-11-14	157220.0	50.0	False	True	3	0	123	20367	55647
21st Century Girl	Wings	BTS	['k-pop']	2016-10-10	192596.0	57.0	False	True	1	0	85	55251	55251
Đơn Giản - Champagne Shots Remix		Low G							1	0	168	55225	55225
Tương Tư	Tương Tư	Táo	['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']	2020-11-27	225818.0	24.0	False	True	2	0	190	28384	55047
Laugh Now Cry Later (feat. Lil Durk)	Laugh Now Cry Later (feat. Lil Durk)	Drake	['rap', 'hip hop']	2020-08-14	261492.0	71.0	True	True	2	0	113	28546	54924
Sick enough to die (Feat. JAMIE)	20th Anniversary Edition ‘Dark Hole’	MC MONG	['k-ballad', 'k-rap']	2021-12-30	270906.0	38.0	False	True	1	0	100	54798	54798
1999	1999	Charli xcx	['hyperpop', 'art pop']	2018-10-05	189000.0	56.0	False	True	5	0	43	11613	54735
REALLY - KR Ver.		BLACKPINK							8	0	52	9343	54640
Khúc Giao Mùa	Gala Nhạc Việt 7: Tết Trong Tâm Hồn	Trung Quân	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2016-01-22	249478.0	41.0	False	True	1	0	173	54530	54530
